SparkleIndex,SparkleTerm
4946,Head And Neck Cancer Surgery
4947,Head And Neck Hemangiomas
4948,Head And Neck Melanoma
4950,Hand Tendon Repair
4951,Hand Tendonitis
4952,Handwriting Tremor
4954,Hanta Virus
4955,Haploidentical Transplant
4956,Hand Fracture Surgery
4957,Hand Infection
4962,Hand Steroid Injection
4964,Hammer Toe Repair
4967,Hamstring Repair
4975,Halo Laser Treatment
4977,Hamartoma Of Lung
4979,Gynecomastia Surgery
4983,Haglund Deformity
4985,Hair Restoration
4988,Gynecologic Cancer Care
4989,Gynecologic Cancer Genomics
4990,Gynecologic Disorders Of Athletes
4991,Gynecologic Infections In Pregnancy
4993,GynecologicCancer
4997,Guillain Barre Syndrome Gbs
4998,Guinea Worm Disease Gwd
4999,Gum Cyst
5001,Gum Lesions
5002,Gymnast Wrist
5003,Growth Hormone Abnormalities
5005,Growth On Eye
5006,Growth On Head
5007,Growth On Neck
5010,GTube Check And Exchange
5011,Groin Anomaly
5012,Groin Lymphadenopathy
5015,Growing Rods
5021,Granulomatosis With Polyangiitis
5023,Green Light Laser Therapy
5024,Grem1 Gene
5026,Gout Of The Elbow
5027,Gout Of The Hand
5028,Gout Of The Wrist
5030,Graft Versus Leukemia Effect
5033,Granulation Cell Sarcoma
5035,Gonadotropin Treatment
5042,Gout Of The Arm
5044,Gluteus Medius Tear
5047,Goals Of Care Discussion
5049,Gold Eyelid Weight
5052,Glucocorticoid Deficiency
5053,Glucocorticoid Remediable Hypertension
5055,Gluteal Artery Perforator Flap
5056,Gluteal Injury
5057,Gluten Allergy
5065,Glottic Cancer
5066,Glottic Stenosis
5076,Glansplasty
5078,Glaucoma Of Childhood
5079,Glaucoma Procedures
5082,Glenohumeral Internal Rotation Deficit Gird
5086,Giant Cell Tumor Of Soft Tissue
5087,Giant Cell Tumor Of Tendon Sheath Of Hand
5088,Giant Cell Tumor Of The Bone
5090,Gingival Graft
5091,Geriatric Pain Management
5097,Gestational Surrogate Care
5098,Gestational Thrombocytopenia
5099,Genitourinary Cancer Genomics
5100,Genitourinary Cancer Surgery
5103,Genitourinary Tract Injuries
5104,Genodermatoses
5107,Genicular Nerve Blocks
5112,Genital Trauma
5115,Genetic Testing Colon Cancer
5116,Genetic Testing For Fallopian Tube Cancer
5117,Genetic Testing For Primary Peritoneal Cancer
5118,Genetic Testing For Uterine Cancer
5119,Genetic Testing Ovarian Cancer
5120,Genial Bone Advancement Trephine
5121,Generalized Lymphatic Anomaly
5123,Genetic Cancer Risk Assessment
5124,Genetic Cardiomyopathy
5127,Genetic Dystonia
5128,Gender Transition Therapy
5129,Gender-Affirming Facial Surgery
5130,Gender-Affirming Voice Therapy
5132,General Eye Care
5133,General Well Visit
5136,Gender Affirmation Surgery
5137,Gender Affirming Hysterectomy
5139,Gender Transition Counseling
5144,Gastroschisis Repair
5146,Gastrostomy Closure Surgery
5147,Gastrointestinal Gi Cancer
5148,Gastrointestinal Gi Cancer Genomics
5149,Gastrointestinal Gi Cancer Screening
5150,Gastrointestinal Gi Stromal Tumors
5151,Gastrointestinal Submucosal Tumors
5153,Gastroesophageal Junction Cancer
5155,Gastroesophageal Reflux Disease In Infancy
5156,Gastroesophageal Reflux Surgery
5157,Gastrointestinal Amyloid
5160,Gastrocnemius Injury
5162,Gastrocutaneous Fistula
5163,Gastroduodenal Fistula
5165,Gastric Inlet Patch
5167,Gastric Restrictive Surgery
5171,Gastrin Secreting Tumor Of Pancreas
5173,Ganglioneurocytoma
5176,Gastric Anomaly
5179,Gamt Deficiency
5180,Ganglioglioneurocytoma
5181,Ganglioma
5183,Ganglion Cyst Removal
5184,Ganglion Of Impar Blocks
5185,Gallbladder Mass
5187,Galnt12 Gene
5188,Gambling Disorder
5189,Gamekeepers Thumb
5190,Gamma Knife Perfexion
5195,Gall Stone Removal
5197,Gallbladder Cancer Genomics
5200,Fusion Arthrodesis
5203,Gait Therapies
5205,Functional Quadriplegia
5206,Functional Rhinoplasty
5209,Fungal Skin Testing
5212,Fructose Malabsorption
5213,Fsh Reserve
5216,Functional Capacity Evaluation
5217,Functional Pain Disorders
5219,Frostbite Of Ear
5220,Frostbite Of Face
5221,Frostbite Of Nose
5222,Frostbite Of Penis
5223,Frown Lines
5224,Fructose 1 6 Bisphosphatase Deficiency
5225,Frequent Infections
5226,Frequent Urinary Tract Infections
5229,Frontal Sinusotomy
5230,Frontalis Muscle Transfer
5231,Frontotemporal Neurocognitive Disorder
5232,Free Tram
5233,Freibergs Disease
5235,Frenulotomy Of Penis
5238,Fracture Infections
5241,Frax Score
5243,Free Tissue Transfer Flap
5245,Foreign Body Penis
5247,Foreign Body Trunk
5250,Foreign Body Cornea
5251,Foreign Body Digestive System
5253,Foreign Body Esophagus
5254,Foreign Body Foot
5255,Foreign Body Genitourinary Tract
5256,Forehead Nodule
5257,Forehead Reduction
5258,Foreign Bodies In The Ear Nose And Airway
5259,Foreign Body Airway
5260,Foreign Body Anus-Rectum
5261,Foreign Body Bladder-Urethra
5262,Foreign Body Colon-Intestine
5263,Foreign Body Conjunctiva
5265,Foot Tendon Injury
5266,Foot Tendon Tear
5268,Forearm Fracture Surgery
5272,Foot Mass
5276,Foot Strain
5278,Foot Drag
5281,Foot Fracture Surgery
5282,Foot Fusion Surgery
5283,Foot Ganglion Cyst Removal
5284,Food Allergy Testing
5285,Food Challenge Testing
5288,Food Protein Induced Enterocolitis
5289,Foot And Ankle Compartment Syndrome
5290,Foot And Ankle Tendon Lengthening
5291,Focused Ultrasound For Tremor
5292,Follicular Cancer Of Thyroid
5294,Follicular Lesions Of Undetermined Significance
5298,Focal Resection Surgery Brain
5301,Focal Therapy For Prostate Cancer
5303,Floor Of Mouth Cancer
5304,Floppy Eyelid Syndrome
5305,Flow Diversion For Cerebral Aneurysms
5306,Flu Shot Vaccination
5310,Flatback Syndrome Post Harrington Rods
5313,Flcn Gene
5316,Fitness For Duty Evaluations
5320,Flap Surgery
5321,Flat Foot Surgery
5322,Flatback Syndrome
5323,First Seizure Clinic
5324,First Trimester Screening
5325,Fissurectomy
5328,Fitness And Exercise
5329,Finger Strain
5330,Finger Tendon Lengthening
5332,Fingertip Repair
5344,Fine Needle Aspiration Of Thyroid
5345,Finger Aplasia
5346,Finger Arthritis
5349,Fibrous Histiocytoma Of Bone
5353,Fibulectomy
5358,Fibrosarcoma Of The Head Neck
5359,Fibrosarcoma Of The Head and Neck
5362,Fibrocystic Liver
5372,Fibro Osseous Lesions
5373,Fetal Non Stress Testing
5374,Fetal Pleural Effusions
5378,Fetoscopic Endoluminal Tracheal Occlusion
5379,Fetoscopic Placental Laser Coagulation
5380,Fetal Doppler Studies
5381,Fetal Echocardiograms
5384,Fetal Intervention
5385,Fetal Isoimmunization
5390,Fetal Cardiology
5391,Fetal Cardiomyopathy
5392,Fetal Congenital Diaphragmatic Hernia Cdh Repair
5393,Fetal Congenital Heart Disease
5395,Femoral Artery Angioplasty
5399,Femoral Osteotomy
5401,Feno Test
5402,Female Hirsutism
5406,Female Urinary Incontinence
5407,Feminizing Syndrome
5408,Femoral Aneurysm
5409,Femoral Ante Version
5410,Feeding Tube Placement
5411,Feeding Tube Removal
5413,Felon Infection
5415,Female Alopecia
5416,Female Genital Problems
5417,Female Genitourinary Reconstruction
5418,Fatty Acid Oxidation Defects
5425,Feeding Tube Management
5431,Fasciotomy Of Hand
5434,Family History Of Chromosomal Anomalies
5435,Family History Of Colon Cancer
5436,Family History Of Colon Polyps
5437,Family History Of Genetic Disease Carrier
5438,Family History Of Glaucoma
5439,Family History Of Heart Disease
5440,Family History Of Intellectual Disabilities
5441,Family History Of Sudden Cardiac Death
5443,Familial Renal Amyloidosis
5444,Familial Renal Cell Carcinoma
5445,Familial Spinal Muscle Atrophy
5446,Family History Of Autism
5447,Family History Of Birth Defects
5449,Family History Of Cancer
5450,Familial Dyslipidemia
5455,Familial Medullary Thyroid Cancer
5456,Familial Ovarian Cancer
5457,Fallopian Tube Disorders
5459,Familial Aneurysmal Disease
5460,Familial Aplastic Anemia
5461,Familial Arrhythmias
5464,Familial Dilated Cardiomyopathy
5468,Failed Fundoplication
5469,Failed Vision Screening
5474,Facial Tingling
5475,Facial Trauma
5476,Facial Tumor
5478,Factor Eight Disorder
5479,Factor Nine Deficiency
5484,Facial Reanimation Surgery
5486,Facial Rehabilitation
5487,Facial Scars
5488,Facial Skin Resurfacing Procedures
5490,Facial Nerve Graft
5493,Facial Nerve Palsy And Paresis
5495,Facial Nerve Stimulation
5497,Facial Paralysis Reconstruction
5500,Facial Feminization Surgery
5502,Facial Implant
5504,Facial Lesions
5505,Facial Masculinization Surgery
5507,Facet Injection
5509,Facet Surgery
5510,Facial Abscess
5511,Facial Aging
5513,Facial Asymmetry Surgery
5516,Eyelid Trauma
5520,Face Infection
5523,Eyelid Bump
5525,Eyelid Closure Weakness
5529,Eyelid Malposition
5530,Eye Health
5535,Eye Socket Fractures
5539,Extraskeletal Mesenchymal Chondrosarcoma
5542,Extreme Lateral Interbody Fusion
5544,Eye Complications Of Wegener
5550,Extramacular Disciform Lesions
5551,Extranodal Nk T Cell Lymphoma
5554,Extended Banding Chromosome Studies
5555,Extended Field Radiation Therapy
5556,Extended Wear Hearing Devices
5557,Extensor Tendon Laceration
5558,Extensor Tendon Repair
5560,External Fistula Of The Trachea Repair
5562,Exoderm Non Surgical Face Lift
5567,Exploratory Thoracotomy
5568,Exposure To Secondhand Smoke
5575,Exertional Compartment Release
5576,Exertional Leg Pain
5578,Excision Of Malignant Lesions
5579,Excision Of Tumor
5582,Executive Physical Examinations
5583,Exercise Cardiology
5584,Exercise In Pregnancy
5585,Exercise Induced Arrhythmia
5586,Excision Of Benign Lesions
5587,Excision Of Bone Cyst
5588,Excision Of Branchial Cleft Anomalies
5589,Excision Of Bronchus
5590,Excision Of Cervical Lymph Node
5591,Excision Of Choledochal Cyst
5592,Excision Of Cystic Hygroma Axillary Or Cervical
5593,Excision Of External Hemorrhoidal Tags And Papillae
5594,Excision Of Lesion
5595,Excess Skin
5597,Excess Skin Removal
5598,Excessive Drooling
5601,Excision Granuloma Tissue
5602,Excision Mole
5605,Eucapnic Voluntary Hyperventilation Test
5606,Eustachian Tube Dysfunction Etd
5609,Ex Utero Intrapartum Treatment Procedure Exit
5610,Examination Of Eyes
5611,Esophagogastric Junction Outflow Obstruction
5612,Esophagogastroduodenoscopy Egd
5613,Esophagogastroduodenoscopy Egd With Botox Injection
5614,Esophagogastroduodenoscopy Egd With Dilation
5619,Esophageal Thickening
5621,Esophageal Variceal Band Ligation
5622,Esophageal Variceal Sclerotherapy
5624,EsophagealVaricealSclerotherapy
5635,Esophageal Duplication Cyst
5636,Esophageal Hypersensitivity
5637,Esophageal Inlet Patch
5641,Esophageal Myotomy
5650,Esophageal Diverticulectomy
5661,Epithelioid Rhabdomyosarcoma
5663,Er Negative Breast Cancer
5664,Er Positive Breast Cancer
5666,Erectile Disorder
5667,Epilepsy Surgery Evaluation
5679,Epiglottoplasty
5681,Epilepsy Diet Therapy
5682,Epilepsy Monitoring Unit Evaluation Emu
5683,Epilepsy Surgery
5693,Eosinophilic Granulomatosis With Polyangiitis
5694,Eosinophilic Lung Disease
5695,Epcam Gene
5697,Epicardial Lead Placement
5699,Epidermal Nevi
5703,Eos Xray Machine
5705,Eosinophilic Enteritis
5708,Enterococcus Infections
5716,Enhanced External Counterpulsation Therapy Eecp
5717,Enhanced S Cone Syndrome
5718,Enlarged Optic Nerve
5724,Endovascular Laser Atherectomy
5725,Endovascular Repair Of Aaa
5726,Endovascular Stent Graft Repair
5728,Endovascular Superior Mesenteric Artery Surgery
5729,Endovenous Ablation Of Varicose Veins
5730,Endovenous Laser Ablation Of Varicose Veins
5731,Endovenous Laser Therapy For Varicose Veins
5732,Endourology
5734,Endovascular Aortic Aneurysm Repair
5735,Endovascular Atherectomy
5736,Endovascular Celiac Artery Surgery
5737,Endovascular Coiling Of Aneurysm
5738,Endovascular Femoral Artery Surgery
5739,Endovascular Iliac Artery Surgery
5740,Endoscopic Mucosal Resection Of Large Colon Polyps
5741,Endoscopic Neurosurgery
5743,Endoscopic Spine Surgery
5745,Endoscopic Surgery For Urinary Stones
5747,Endoscopic Tympanoplasty
5748,Endoscopic Brow Lift
5750,Endoscopic Dacryocystorhinostomy
5751,Endoscopic Division Of Adhesions Of Peritoneum
5752,Endoscopic Ear Surgery
5753,Endoscopic Endonasal Approach
5754,Endoscopic Management Of Urinary Diversions
5758,Endorectal Advancement Flap Eraf
5759,Endorectal Ultrasound
5760,Endoscopic Adrenalectomy
5761,Endoscopic Biopsy Of Lung
5762,Endoscopic Biopsy Of Trachea
5763,Endoscopic Breast Augmentation
5768,Endometrial Cancer Genomics
5772,Endobronchial Valve Insertion
5775,Endocrine Complications Of Cancer Therapy
5776,Endocrine Complications Of Transplant
5779,Endograft Infection
5780,End Of Life Decision Making
5783,Endarterectomy Of Abdominal Artery
5784,Endarterectomy Of Lower Limb Artery
5785,Endarterectomy Of Upper Limb Artery
5788,Empty Nose Syndrome
5792,Encephalocele Repair
5794,Encysted Hydrocele
5795,Embryonal Cell Tumors Of The Brain
5796,Embryonal Nuclear Cataract
5798,Embryonal Tumors
5799,Emergency Ophthalmology
5804,Elevated Transferrin Saturation
5805,Eloesser Flap Thoracostomy Window
5808,Embryo Adoption
5811,Electrosurgery For Skin Lesions
5812,Elevated Acth
5815,Elevated Growth Hormone
5816,Elevated Hemidiaphragm
5817,Elevated Ldl Cholesterol
5820,Electrolyte Disorders
5823,Electromyography Of Urethral Sphincter
5824,Electronic Cigarettes And Vaping Associated Lung Injury
5826,Electrophysiology Testing
5828,Elbow Tumor
5829,Electrical Burns
5830,Electrical Sacral Stimulation
5831,Electrocardiogram Ekg
5833,Electrodiagnostic Medicine
5836,Elbow Joint Replacement
5837,Elbow Mass
5839,Elbow Reconstruction
5843,Elbow Tendon Lengthening
5844,Elbow Bone Spur
5845,Elbow Contracture
5848,Elbow Fracture Surgery
5849,Elbow Injection
5851,Elbow Joint Excision
5854,Egg Retrieval
5855,Ehlers Danlos
5858,Ejaculatory Dysfunction
5862,Edema Of Eyelid
5863,Edema Of Male Genital Organs
5864,Edema Of Penis
5865,Edwards Sapien Transcatheter Aortic Heart Valve
5866,E Coli Infections
5867,Egfr Mutation
5868,Egfr Translocation
5869,Ectopic Hyperparathyroidism
5882,EColi Infections
5884,Ectopic Calcification Xyphoid
5885,Earlobe Reduction
5886,Earlobe Repair
5887,Early Detection Of Cancer
5888,Early Osteoporosis
5893,Ear Mass
5894,Ear Melanoma
5895,Ear Nose And Throat Surgery
5898,Ear Plastic Surgery
5899,Ear Pressure
5903,Ear Dermatitis
5906,Ear Exam
5907,Ear Fullness
5909,Ear Keloids
5910,Ear And Temporal Bone Cancer
5911,Ear Anomalies
5913,Ear Canal Cancer
5914,Ear Canal Lesions
5916,Ear Cartilage Rhinoplasty
5917,Ear Cleaning
5918,Dysplasia Of Prostate
5930,Dysphagia Oropharyngeal Phase
5933,Dysplasia Of Breast
5935,Dysgerminoma Of Ovary
5938,Dyskeratosis Follicularis
5943,Dural Based Tumor
5944,Dural Sinus Thrombosis
5946,Dynamic Muscle Transfer Face
5951,Duodenal Switch
5953,Duodenal Ulcer Surgery
5956,Dup15q Syndrome
5957,Duplex Collecting System
5959,Ductal Carcinoma In Situ Dcis
5960,Duhamel Procedure
5970,Dry Sinus
5971,Dsdna Test
5975,Drug Induced Cataract
5977,Drug Induced Pulmonary Disease
5978,Drug Rash With Eosinophilia And Systemic Symptoms Syndrome
5982,Dry Itchy Patches
5983,Dorsal Slit
5985,Double Chin
5986,Double Outlet Right Ventricle Dorv
5990,Drug Desensitization
5991,Dna Repair Deficiency Disorders
5992,Dobutamine Stress Test
5993,Donor Egg Ivf
5994,Donor Embryo
5997,Donor Sperm Insemination
5998,Dopamine Responsive Dystonia
6000,Distractible
6001,Disturbance Of Attention
6002,Divergence Insufficiency
6005,Divorce Counseling
6006,Divorce Therapy
6011,Distal Clavicular Osteolysis
6014,Distal Radial Fracture
6015,Distal Tibial Osteotomy
6016,Disorders Of The Vitreous
6017,Disorders Of Water Balance
6018,Disproportion Of Reconstructed Breast
6023,Dissection Of Vertebral Artery
6024,Disorder Of Balance
6025,Disorder Of Earlobe
6026,Disorder Of Upper Respiratory System
6027,Disorders Of Bilirubin Excretion
6028,Disorders Of Binocular Movement
6029,Disorders Of Iris And Ciliary Body
6030,Disorders Of Sexual Development
6031,Disorders Of Sexual Differentiation
6033,Disc Arthroplasty
6034,Disc Replacement
6035,Disc Surgery
6039,Diode Laser Cyclophotocoagulation
6043,Direct Anterior Total Hip Replacement
6044,Direct Lateral Interbody Fusion
6045,Direct To Implant Reconstruction
6046,Directional Atherectomy
6048,Digital Nerve Repair
6051,Dilatation Of Ureter
6053,Dilation And Curettage
6054,Dilation Of Ureteral Meatus
6055,Diminished Ovarian Reserve
6059,Diffuse Intrinsic Pontine Glioma Dipg
6060,Digastric Muscle Transfer
6063,Digital Ischemia
6064,Diet And Exercise
6065,Diet And Nutrition
6066,Dietary Management In Epilepsy
6067,Dietary Management Of Chronic Kidney Disease Ckd
6070,Difficulty Writing
6071,Diffuse Alveolar Hemorrhage
6072,Diaphragm Pacemaker Procedure
6073,Diaphragm Pacing
6074,Diaphragmatic Disorders
6076,Diaphragmatic Tumor
6080,Dicer1 Gene
6081,Dialysis Related Amyloidosis
6084,Diaphragm Cancer
6089,Dialysis Access
6090,Dialysis Prevention
6093,Diabetic Eye Exam
6097,Diabetic Limb Salvage
6101,Diabetes Management
6105,Diabetes Type 1 And Type 2
6108,Developmental Disorder Of Speech And Language
6109,Developmental Dysplasia Of The Hip Ddh
6110,Developmental Hand Deformities
6115,Diabetes Counseling
6117,Detrusor Contraction
6119,Development Coordination Disorder
6120,Developmental And Congenital Hand Deformities
6121,Developmental Assessment
6124,Descemet Membrane Endothelial Keratoplasty
6125,Descemets Stripping Endothelial Keratoplasty
6128,Desmoplastic Small Round Cell Tumors
6130,Destruction Of Benign Skin Lesions
6131,Destruction Of Premalignant Skin Lesions
6143,Depression And Anxiety Assessments
6148,Dermatofibrosarcoma Protruberans
6149,Dental Bone Grafting
6151,Dental Implant Surgery
6153,Dentoalveolar Surgery
6156,Department Of Transportation Exams
6157,Delirium Tremens Dts
6158,Delorme Procedure
6160,Dementia Related To Concussion
6164,Dense Breast
6165,Degenerative Spine Conditions
6166,Degenerative Spine Pain
6171,Delayed Umbilical Cord Separation
6172,Delayed Union
6174,Deformity Of Reconstructed Breast
6175,Degenerative Brain Disorder
6177,Degenerative Joint Disease Of The Elbow
